"id","leeftijd","sekse","opleiding","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
1137,33,"vrouw",5,2,4,3,6,6,6,4,2,2,4,2,1,6,5,6,1,2,1,1,1,6,1,6,5,1
1138,19,"man",3,4,2,4,4,4,3,4,5,1,1,5,2,4,5,5,4,2,2,2,3,6,2,3,5,4
1139,18,"vrouw",3,2,5,4,4,5,5,4,4,3,5,3,4,4,3,6,4,4,4,3,4,5,3,3,5,2
1140,20,"vrouw",3,6,5,6,5,6,1,1,1,6,6,6,1,6,3,1,6,6,6,6,6,6,1,6,2,2
1141,27,"vrouw",3,2,5,5,6,4,4,3,3,3,5,2,2,6,5,5,5,5,5,4,2,6,1,5,6,2
1142,20,"vrouw",3,2,5,5,6,6,5,5,5,1,2,2,2,4,6,6,2,2,3,3,1,5,1,5,4,3
1143,31,"vrouw",3,4,,5,6,6,4,4,5,2,3,1,1,6,5,6,1,3,3,2,2,6,3,6,5,3
1144,32,"man",5,4,2,2,2,4,1,1,2,6,6,2,6,2,2,2,5,5,2,5,6,6,2,6,6,2
1145,32,"vrouw",5,2,5,5,6,5,2,4,5,5,2,5,5,4,3,2,1,2,2,5,5,4,1,2,5,1
1146,45,"man",2,2,5,5,4,6,5,5,6,1,4,4,2,5,5,3,1,1,2,4,4,6,2,5,5,2
1147,17,"vrouw",,2,5,3,2,3,2,3,5,5,5,4,5,2,3,4,5,5,4,4,4,5,4,3,6,3
1148,35,"man",1,2,5,6,3,5,5,3,2,4,4,1,2,5,5,5,4,4,2,3,2,6,3,4,5,2
1149,26,"vrouw",5,1,6,6,6,5,5,4,5,2,2,5,4,4,5,5,2,3,5,4,1,6,3,5,6,2
1150,28,"vrouw",3,1,6,6,6,6,4,4,4,2,5,5,2,6,5,6,2,2,2,2,6,3,3,4,6,1
1151,26,"vrouw",3,2,6,6,6,6,1,5,5,1,1,1,1,5,6,6,3,2,3,1,3,6,3,4,5,4
1152,26,"vrouw",3,2,5,5,6,4,3,2,4,5,4,2,3,4,5,4,2,2,2,5,3,6,3,4,2,2
1153,12,"vrouw",,2,5,3,2,2,4,2,5,5,5,6,6,4,1,2,5,5,4,6,5,4,5,2,5,4
1154,21,"vrouw",2,2,5,5,5,5,,5,5,1,1,4,5,5,5,5,2,3,1,2,2,6,1,6,6,1
1155,30,"man",5,4,5,3,5,4,3,4,5,3,3,5,5,2,4,4,5,4,4,3,4,5,2,4,6,2
1156,43,"man",2,2,6,5,5,4,5,4,5,1,2,3,2,4,5,4,1,2,1,2,1,4,3,4,5,2
1157,38,"man",2,2,5,3,5,2,2,4,2,5,5,1,4,4,4,6,5,5,5,6,6,6,6,5,6,4
1158,19,"vrouw",3,2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,1,1,1,1,1,5,2,6,6,2
1159,22,"vrouw",2,2,5,4,6,4,2,3,2,5,4,4,5,2,3,2,4,5,5,5,4,5,5,4,6,2
1160,34,"vrouw",4,1,6,6,1,1,6,6,6,1,6,1,6,5,2,6,6,6,6,6,3,6,3,6,6,1
1161,20,"man",3,1,5,3,4,4,3,2,4,4,5,6,,2,4,2,3,4,4,6,4,5,3,4,5,2
1162,26,"man",3,5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,1,2,1,6,1,6,4,4
1163,45,"man",5,1,6,5,4,6,3,6,6,1,1,3,1,4,5,6,4,1,1,2,4,6,1,6,5,1
1164,31,"man",1,3,6,3,5,3,4,,2,4,4,4,5,3,2,2,5,5,4,5,4,5,2,2,5,4
1165,40,"man",5,2,6,6,5,5,5,3,5,4,4,1,1,5,5,5,4,4,2,3,2,5,3,6,6,2
1166,61,"man",2,2,5,2,4,2,6,1,6,1,2,5,1,2,1,5,5,5,2,4,4,6,1,4,6,1
1167,49,"vrouw",3,2,6,6,5,5,5,5,5,1,4,1,2,3,6,2,1,1,2,2,2,4,3,6,6,1
1168,38,"man",4,5,5,3,6,6,6,6,5,2,6,4,3,5,5,6,3,4,4,4,3,6,3,6,6,2
1169,16,"vrouw",,3,3,4,2,2,5,5,4,2,2,5,5,4,2,3,3,4,4,4,4,5,2,3,4,5
1170,27,"vrouw",3,3,6,4,6,5,4,6,,1,1,2,2,4,4,5,2,4,1,2,4,5,1,4,4,3
1171,38,"vrouw",4,1,6,6,6,6,5,5,6,2,3,2,1,5,6,6,2,2,4,3,2,5,3,5,4,3
1172,28,"vrouw",1,2,6,6,6,6,5,4,5,2,2,4,1,5,5,4,1,2,2,1,1,6,1,5,5,3
1173,20,"man",3,2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,2,1,1,2,6,4,5,4,1
1174,29,"vrouw",5,2,4,4,4,3,5,5,4,2,6,5,5,3,3,3,3,3,4,5,5,3,2,3,5,3
1175,19,"vrouw",1,4,5,5,6,4,4,5,4,3,6,3,6,3,3,4,6,6,6,6,6,6,1,3,6,1
1176,19,"man",2,2,5,6,4,6,4,3,4,3,1,2,4,5,5,5,1,1,1,1,2,6,4,5,6,1
1177,18,"man",3,2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,4,4,4,5,4,4,5,2
1178,18,"vrouw",3,5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,4,6,2,1,4,4,6,4,5,4
1179,34,"vrouw",4,2,4,5,6,4,4,5,5,5,2,2,2,5,5,2,3,3,2,2,2,4,2,4,3,4
1180,45,"vrouw",4,1,6,6,6,6,6,5,4,1,5,2,1,4,6,4,1,3,3,1,1,5,2,6,6,1
1181,17,"vrouw",,4,6,5,5,3,5,5,5,2,3,1,2,2,3,6,1,4,1,3,2,5,2,5,5,1
1182,18,"man",3,3,3,3,4,4,3,4,4,3,4,4,2,4,3,3,1,2,2,4,3,4,4,4,4,3
1183,37,"vrouw",3,5,5,2,4,4,5,6,4,2,3,2,2,2,5,3,4,4,5,4,6,3,5,3,5,2
1184,24,"vrouw",3,4,4,4,1,5,6,5,3,3,1,3,3,4,6,5,3,1,2,1,1,5,4,4,3,2
1185,29,"man",3,5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,2,4,1,2,2,4,5,4,5,4
1186,60,"vrouw",5,1,5,5,5,5,5,4,5,2,3,1,1,5,6,3,4,4,2,4,2,5,3,5,5,1
1187,25,"vrouw",3,1,6,6,6,6,6,6,6,1,1,1,4,6,4,3,6,6,6,6,6,6,1,6,6,1
1188,32,"vrouw",2,3,5,2,1,5,6,2,4,1,1,2,2,4,2,6,1,1,2,1,1,6,1,5,6,1
1189,21,"man",1,3,6,4,6,4,1,6,6,1,1,2,4,2,5,4,1,1,1,1,1,4,4,4,5,4
1190,26,"man",2,1,6,6,5,6,4,5,4,5,5,3,2,6,5,4,3,4,3,6,4,6,1,6,6,6
1191,43,"vrouw",5,2,5,5,4,6,4,6,5,2,4,6,4,4,5,5,2,2,2,4,4,5,4,4,4,4
1192,25,"vrouw",4,1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,4,5,4,4,2,4,6,4,6,3
1193,25,"man",4,2,5,5,3,5,3,4,5,4,5,3,4,4,4,4,5,6,5,4,5,5,3,5,5,2
1194,20,"vrouw",3,2,4,5,2,5,5,3,5,2,3,2,2,4,6,4,1,2,1,3,2,4,2,5,5,3
1195,19,"man",3,2,6,6,5,6,6,5,5,1,1,1,1,,6,6,1,4,1,1,1,6,2,6,6,2
1196,28,"vrouw",5,1,5,6,4,5,4,3,4,3,3,1,3,5,5,4,2,3,3,2,2,6,2,5,6,2
1197,23,"man",3,5,4,3,3,4,6,3,6,1,2,4,1,4,3,6,2,3,2,5,1,6,1,6,6,2
1198,23,"vrouw",4,2,4,6,5,5,5,4,5,3,4,2,2,5,5,6,3,2,4,2,1,6,2,3,5,4
1199,17,"vrouw",1,1,5,6,6,4,4,4,3,2,5,3,3,5,4,4,5,5,6,5,5,5,2,5,6,2
1200,19,"vrouw",3,2,6,5,4,5,6,5,6,1,3,2,3,6,6,6,4,3,2,2,3,5,3,4,5,4
1201,20,"vrouw",1,4,6,1,6,6,1,1,6,6,6,4,6,4,1,1,4,3,6,5,6,1,6,2,6,2
1202,60,"man",5,2,5,5,5,5,4,4,5,4,3,4,4,4,5,5,3,2,2,2,2,5,2,4,5,4
1203,40,"man",4,2,6,5,5,4,4,5,4,5,5,5,5,3,2,1,5,5,6,6,2,4,2,2,6,3
1204,19,"vrouw",3,3,5,4,4,4,5,5,5,1,2,1,2,3,5,4,2,2,1,1,2,5,3,3,5,3
1205,18,"vrouw",3,2,4,5,5,4,4,4,4,3,5,1,2,4,4,3,3,4,4,2,6,4,5,4,1,1
1206,21,"vrouw",1,6,6,5,5,4,5,5,4,1,2,5,6,1,4,1,1,4,1,1,1,5,1,5,1,5
1207,49,"vrouw",3,1,5,5,6,5,4,4,4,4,4,4,4,4,5,4,2,2,2,3,3,3,2,4,5,1
1208,24,"vrouw",1,2,6,4,2,4,4,6,5,2,1,2,5,3,2,5,5,6,4,5,5,3,2,5,5,2
1209,20,"man",3,3,5,5,4,5,6,5,5,2,2,4,1,4,6,5,2,2,2,2,2,4,2,1,4,4
1210,20,"vrouw",3,2,5,5,5,5,5,4,2,2,4,3,4,5,6,3,3,4,2,2,2,5,3,3,4,2
1211,28,"vrouw",5,3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,4,5,4,3,4,4,1,4,5,2
1212,24,"vrouw",3,4,4,5,6,,4,5,3,2,2,4,2,5,5,5,3,4,6,4,3,4,2,4,5,4
1213,28,"man",3,3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,1,2,5,5,3,2,3,5,2
1214,29,"man",4,2,4,4,3,5,3,3,3,5,5,4,4,2,1,2,1,4,4,3,2,4,3,1,4,3
1215,22,"man",3,3,4,4,4,5,5,3,4,3,3,2,2,3,6,4,2,3,2,3,2,4,3,4,5,3
1216,26,"man",2,5,5,5,5,5,3,2,4,4,6,2,2,2,5,4,5,6,5,6,1,5,2,4,6,4
1217,20,"man",2,2,2,2,3,2,4,2,4,4,6,6,6,1,1,3,2,5,5,6,2,5,2,5,6,1
1218,15,"vrouw",,2,5,4,6,4,5,5,5,2,5,4,6,4,6,6,4,6,2,6,3,6,1,5,1,5
1219,18,"man",3,2,2,4,1,3,1,1,1,6,6,3,4,5,3,2,5,5,6,6,4,6,5,4,6,6
1220,38,"man",5,2,5,4,5,4,5,3,4,4,6,3,4,4,3,2,2,2,5,4,2,6,3,5,6,2
1221,19,"vrouw",3,1,6,6,6,5,5,4,4,2,2,2,1,5,6,5,2,2,2,4,2,4,2,4,4,3
1222,23,"vrouw",3,1,6,6,6,1,3,6,6,1,1,6,6,2,1,6,2,5,4,6,1,6,5,1,6,5
1223,32,"man",4,3,4,5,2,5,5,2,5,2,1,3,2,4,4,5,2,2,1,1,1,5,2,6,5,1
1224,36,"vrouw",3,1,1,6,6,5,6,5,5,1,2,2,4,5,5,5,2,2,1,1,1,5,2,5,5,1
1225,19,"man",3,2,6,6,3,6,,5,2,3,6,4,5,6,4,5,4,5,4,5,2,6,3,5,5,2
1226,37,"man",4,4,3,1,6,3,3,4,2,2,2,6,5,3,1,6,1,2,4,2,1,6,1,6,5,1
1227,23,"man",3,2,1,1,2,4,2,2,4,3,5,6,6,1,1,2,4,4,3,4,4,2,5,1,4,4
1228,22,"vrouw",3,1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,1,2,3,4,1,4,1,4,4,3
1229,33,"vrouw",4,2,4,4,5,5,6,4,4,2,3,4,3,4,5,4,2,3,4,3,3,4,2,3,4,3
1230,20,"vrouw",3,1,5,5,6,5,6,6,5,1,2,2,4,5,5,5,1,2,3,2,2,4,1,6,6,1
1231,43,"man",2,5,4,4,5,4,6,6,6,1,1,2,2,4,5,6,5,5,5,4,5,6,1,5,5,1
1232,21,"vrouw",3,1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,3,3,2,2,3,5,3,5,5,2
1233,34,"vrouw",3,5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,4,4,1,1,1,5,1,5,4,1
1234,25,"man",3,3,4,4,5,5,6,4,5,1,3,1,3,3,6,5,3,4,4,5,5,5,3,2,6,1
1235,30,"man",3,4,4,4,4,3,5,4,4,2,4,3,1,4,5,4,3,4,2,4,1,5,4,5,6,1
1236,57,"vrouw",4,3,5,5,5,5,5,1,5,2,4,3,3,2,4,6,2,2,4,2,1,5,3,5,6,2
1237,24,"vrouw",3,1,6,6,6,6,3,3,2,2,1,2,4,4,5,5,1,5,1,4,2,4,2,3,4,3
1238,23,"man",3,2,4,5,2,6,5,5,5,2,4,2,2,6,6,5,2,2,2,2,1,6,1,6,6,1
1239,31,"man",2,4,6,6,6,6,6,5,2,1,4,4,1,6,6,4,1,1,1,2,1,5,5,4,6,4
1240,50,"man",4,2,5,5,6,5,5,5,5,1,2,2,2,5,5,1,2,2,2,1,1,6,2,5,4,1
1241,18,"man",1,3,3,3,5,5,5,5,5,2,3,5,2,3,5,4,3,5,2,4,4,4,2,4,6,2
1242,23,"man",3,3,4,5,6,4,3,1,3,4,5,2,4,4,6,5,3,4,2,1,3,4,6,3,6,3
1243,27,"vrouw",3,2,3,3,5,5,4,2,4,2,3,4,5,4,3,2,5,4,3,2,4,4,2,4,6,3
1244,21,"man",3,2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,1,1,1,1,6,4,4,4,2
1245,21,"vrouw",3,2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,3,2,3,3,2,4,5,4,5,4
1246,14,"vrouw",,3,6,5,6,5,5,6,5,2,2,2,4,5,4,6,2,2,3,1,2,6,1,5,4,3
1247,30,"man",1,4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,2,4,3,5,5,6,1,6,3
1248,37,"vrouw",3,4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,3,2,5,3,3,5,2,5,5,3
1249,16,"vrouw",,3,4,5,4,5,3,3,2,5,5,2,4,5,6,5,3,4,4,2,2,4,6,4,2,3
1250,19,"man",3,2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4
1251,26,"vrouw",3,2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,2,1,2,4,1,2,5,3
1252,49,"vrouw",3,1,6,5,,4,5,6,4,4,2,1,4,4,5,3,6,6,6,6,5,3,4,5,6,3
1253,25,"man",5,2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,4,5,2,3,3,4,3,4,5,4
1254,22,"vrouw",2,1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,6,5,5,6,5,6,1,6,6,1
1255,19,"vrouw",3,5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,3,4,4,4,5,5,5,4,2,4
1256,19,"vrouw",3,2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1
1257,19,"vrouw",3,1,5,5,4,6,6,5,6,1,1,2,4,4,5,4,1,3,3,4,5,4,2,5,5,3
1258,16,"man",1,3,5,4,5,6,5,,,4,5,2,1,5,6,4,1,1,5,4,1,6,1,5,6,4
1259,49,"vrouw",4,1,6,,6,5,4,5,6,4,1,4,5,3,6,4,1,4,1,1,4,3,5,4,2,3
1260,54,"vrouw",4,2,4,5,6,5,5,6,4,2,4,2,5,5,5,4,3,4,5,5,4,6,5,5,6,1
1261,20,"man",3,3,4,5,4,6,3,4,4,4,4,4,4,,5,4,2,4,3,3,3,4,3,4,5,3
1262,20,"man",3,3,5,5,5,5,5,5,4,2,2,2,2,4,6,5,2,2,2,2,2,4,2,5,4,3
1263,28,"vrouw",5,5,6,6,1,6,5,6,2,5,6,1,1,6,6,6,1,5,5,5,4,6,4,6,6,1
1264,35,"vrouw",4,4,6,5,2,5,6,5,6,2,5,3,4,6,4,6,6,6,6,6,5,6,4,6,6,1
1265,67,"man",5,2,4,4,3,4,3,2,3,4,6,6,5,4,2,4,4,4,4,4,2,5,4,4,4,2
1266,26,"vrouw",3,1,6,6,6,4,6,4,6,1,1,1,1,4,5,6,2,3,3,2,2,5,1,4,6,5
1267,23,"man",3,2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,2,6,1,1,1,6,1,6,6,1
1268,43,"man",1,1,6,5,6,4,5,2,4,1,4,4,4,4,5,4,1,1,1,4,5,4,4,4,5,2
1269,20,"vrouw",3,3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,4,5,3,4,6,5,3,5,5,2
1270,31,"vrouw",3,,6,5,4,6,5,2,6,2,1,2,1,4,6,6,5,5,1,4,3,6,1,3,1,2
1271,56,"vrouw",5,1,5,5,5,5,5,4,5,4,4,1,1,4,6,,3,4,4,4,1,5,2,6,6,1
1272,20,"man",3,3,5,5,6,4,5,5,5,2,2,2,2,4,5,5,2,2,1,2,2,5,2,5,6,2
1273,28,"man",4,2,4,5,5,3,6,4,2,5,5,5,6,3,2,5,2,2,1,3,3,6,2,5,6,1
1274,28,"man",4,3,5,4,6,5,5,5,6,1,1,6,6,2,2,4,4,4,2,4,4,5,1,5,6,2
1275,25,"vrouw",3,2,4,2,1,2,6,6,3,3,2,5,6,2,2,3,2,4,1,2,1,6,2,3,5,1
1276,25,"vrouw",3,2,4,2,1,3,6,6,3,2,2,4,5,4,2,4,1,4,2,1,1,6,2,4,5,1
1277,35,"vrouw",4,5,5,4,3,4,4,3,4,4,6,3,4,4,5,6,6,6,5,4,4,5,2,4,4,3
1278,15,"vrouw",,1,5,5,5,4,4,4,5,3,5,6,6,2,4,3,2,5,5,5,5,5,2,4,5,2
1279,56,"man",3,3,4,3,5,5,5,5,4,4,5,4,2,4,4,3,4,4,4,3,4,3,2,5,5,3
1280,20,"vrouw",3,4,5,4,4,5,5,5,6,1,1,3,1,4,6,6,4,2,1,1,5,6,2,5,5,4
1281,39,"vrouw",3,1,6,5,6,6,6,6,6,1,1,5,4,3,5,5,5,3,2,4,4,5,2,4,5,5
1282,35,"man",2,1,6,5,6,2,6,6,6,2,4,6,6,3,1,4,5,5,6,5,5,6,4,6,6,1
1283,22,"vrouw",3,2,6,6,4,6,5,6,4,2,4,5,2,6,6,6,1,2,2,4,1,5,2,6,6,2
1284,26,"vrouw",3,5,6,5,5,4,4,6,4,2,2,2,2,4,4,4,3,3,4,4,5,4,3,3,6,4
1285,31,"vrouw",1,3,5,5,4,5,4,2,4,3,4,1,4,4,4,5,1,4,1,1,1,6,3,5,6,3
1286,50,"vrouw",4,1,6,6,6,6,6,5,5,1,2,3,1,4,5,5,1,3,5,4,4,3,4,5,6,2
1287,51,"man",,2,5,4,6,5,1,5,5,1,2,3,1,5,2,2,1,1,1,1,1,2,1,5,4,1
1288,23,"man",4,5,2,3,2,2,6,6,6,1,1,3,4,4,2,6,1,1,1,2,1,5,1,6,5,1
1289,40,"vrouw",5,1,6,5,6,5,5,5,4,4,5,2,2,2,5,5,5,5,3,4,5,5,5,4,5,5
1290,44,"vrouw",2,1,6,6,6,6,6,2,2,5,6,1,2,5,6,4,2,2,1,1,4,5,6,3,5,1
1291,43,"man",4,5,2,2,4,3,5,4,4,2,2,3,3,3,3,3,3,2,4,2,2,5,3,3,4,4
1292,20,"vrouw",3,4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,1,4,1,1,1,4,2,4,5,2
1293,24,"man",3,3,5,3,5,4,6,5,4,1,1,2,2,3,5,5,3,4,3,3,3,4,3,3,5,3
1294,55,"man",4,1,6,6,6,6,6,5,6,1,2,4,4,4,6,4,1,1,1,1,1,4,3,5,6,1
1295,45,"vrouw",5,2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,2,2,2,2,6,4,5,4,4
1296,25,"vrouw",5,1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,2,3,3,3,5,2,5,4,2
1297,21,"vrouw",3,1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,1,2,3,3,3,5,2,5,5,1
1298,38,"vrouw",2,5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,1,1,1,1,2,6,2,3,5,2
1299,17,"vrouw",,6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2
1300,30,"man",2,1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1
1301,27,"vrouw",3,1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,1,2,4,3,5,1,5,5,5
1302,48,"vrouw",3,2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,5,5,4,6,5,5,5,3,6,5
1303,55,"man",,2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,5,4,5,5,1,5,1,6,6,1
1304,21,"vrouw",3,1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,5,2,3,2,4,1,6,6,2
1305,23,"man",2,2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,4,4,2,5,3,2,6,5,3,4
1306,20,"vrouw",3,5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,2,3,3,5,5,2,3,2
1307,23,"vrouw",3,1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,3,4,5,3,6,4,6,5,6,1
1308,24,"vrouw",4,1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,3,2,6,4,2,4,2,5,5,3
1309,29,"vrouw",2,1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,4,4,1,1,3,4,1,4,6,6
1310,30,"vrouw",5,1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,5,5,5,6,6,6,5,5,6,5
1311,33,"vrouw",3,2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,4,5,5,4,5,6,2,5,6,3
1312,24,"vrouw",4,1,5,6,6,6,5,3,4,2,5,2,4,6,4,,5,6,5,5,4,4,5,6,6,3
1313,26,"vrouw",5,4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3
1314,41,"man",4,4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2
1315,19,"man",1,3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4
1316,20,"vrouw",1,4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3
1317,44,"vrouw",5,6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5
1318,27,"vrouw",3,1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1
1319,33,"vrouw",4,3,5,5,6,,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2
1320,40,"vrouw",5,1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2
1321,17,"vrouw",,6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3
1322,20,"vrouw",3,1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2
1323,25,"vrouw",2,2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3
1324,18,"man",3,4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2
1325,22,"vrouw",3,1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6
1326,27,"man",2,2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2
1327,18,"vrouw",1,5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1
1328,24,"vrouw",4,1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1
1329,35,"man",5,4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2
1330,40,"man",5,1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1
1331,29,"vrouw",4,1,6,5,5,5,2,3,3,2,,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2
1332,24,"vrouw",4,2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2
1333,14,"vrouw",,3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5
1334,54,"vrouw",4,3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5
1335,29,"vrouw",4,1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3
1336,26,"man",3,3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1
1337,26,"vrouw",3,1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2
1338,26,"vrouw",4,2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2
1339,39,"vrouw",3,2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2
1340,18,"vrouw",1,3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4
1341,28,"vrouw",2,5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2
1342,16,"vrouw",,3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3
1343,27,"man",5,1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4
1344,23,"man",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1345,32,"vrouw",3,1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1
1346,56,"man",5,1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1
1347,19,"vrouw",3,4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3
1348,26,"vrouw",4,2,5,4,,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3
1349,41,"vrouw",4,2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5
1350,67,"man",5,2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1
1351,36,"man",2,4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2
1352,32,"vrouw",5,1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2
1353,21,"vrouw",4,3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2
1354,18,"vrouw",3,2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4
1355,29,"vrouw",5,2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1
1356,26,"vrouw",3,2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2
1357,19,"vrouw",3,2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5
1358,16,"man",,1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2
1359,32,"man",4,4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2
1360,18,"vrouw",3,1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2
1361,19,"vrouw",3,2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2
